reviewed_component_id,compound_address_question_id,development_site_id,development_id,reviewed_component_rank,reviewed_component_street,reviewed_component_city,reviewed_component_state,reviewed_component_zip,parser_class,proposed_component_key,collision_with_another_proposal,collision_with_existing_site,existing_site_id,component_decision,component_reason,reviewed_on,submission_approval
CAQ_00956_REVIEWED_03,CAQ_00956,DEV_IDA20080005_SITE_0008,DEV_IDA20080005,3,1405 MEGGAN STREET,BLACKFOOT,ID,83221,complete_number_list_shared_street_tail,1405 MEGGAN STREET|BLACKFOOT|ID|83221,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00956_REVIEWED_04,CAQ_00956,DEV_IDA20080005_SITE_0008,DEV_IDA20080005,4,1401 MEGGAN STREET,BLACKFOOT,ID,83221,complete_number_list_shared_street_tail,1401 MEGGAN STREET|BLACKFOOT|ID|83221,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00957_REVIEWED_01,CAQ_00957,DEV_IDA20080005_SITE_0009,DEV_IDA20080005,1,1427 MEGGAN STREET,BLACKFOOT,ID,83221,complete_number_list_shared_street_tail,1427 MEGGAN STREET|BLACKFOOT|ID|83221,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00957_REVIEWED_02,CAQ_00957,DEV_IDA20080005_SITE_0009,DEV_IDA20080005,2,1425 MEGGAN STREET,BLACKFOOT,ID,83221,complete_number_list_shared_street_tail,1425 MEGGAN STREET|BLACKFOOT|ID|83221,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00957_REVIEWED_03,CAQ_00957,DEV_IDA20080005_SITE_0009,DEV_IDA20080005,3,1419 MEGGAN STREET,BLACKFOOT,ID,83221,complete_number_list_shared_street_tail,1419 MEGGAN STREET|BLACKFOOT|ID|83221,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00957_REVIEWED_04,CAQ_00957,DEV_IDA20080005_SITE_0009,DEV_IDA20080005,4,1413 MEGGAN STREET,BLACKFOOT,ID,83221,complete_number_list_shared_street_tail,1413 MEGGAN STREET|BLACKFOOT|ID|83221,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00958_REVIEWED_01,CAQ_00958,DEV_IDA20080005_SITE_0010,DEV_IDA20080005,1,1449 MEGGAN STREET,BLACKFOOT,ID,83221,complete_number_list_shared_street_tail,1449 MEGGAN STREET|BLACKFOOT|ID|83221,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00958_REVIEWED_02,CAQ_00958,DEV_IDA20080005_SITE_0010,DEV_IDA20080005,2,1447 MEGGAN STREET,BLACKFOOT,ID,83221,complete_number_list_shared_street_tail,1447 MEGGAN STREET|BLACKFOOT|ID|83221,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00958_REVIEWED_03,CAQ_00958,DEV_IDA20080005_SITE_0010,DEV_IDA20080005,3,1435 MEGGAN STREET,BLACKFOOT,ID,83221,complete_number_list_shared_street_tail,1435 MEGGAN STREET|BLACKFOOT|ID|83221,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00958_REVIEWED_04,CAQ_00958,DEV_IDA20080005_SITE_0010,DEV_IDA20080005,4,1429 MEGGAN STREET,BLACKFOOT,ID,83221,complete_number_list_shared_street_tail,1429 MEGGAN STREET|BLACKFOOT|ID|83221,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00959_REVIEWED_01,CAQ_00959,DEV_IDA20080005_SITE_0011,DEV_IDA20080005,1,1481 MEGGAN STREET,BLACKFOOT,ID,83221,complete_number_list_shared_street_tail,1481 MEGGAN STREET|BLACKFOOT|ID|83221,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00959_REVIEWED_02,CAQ_00959,DEV_IDA20080005_SITE_0011,DEV_IDA20080005,2,1475 MEGGAN STREET,BLACKFOOT,ID,83221,complete_number_list_shared_street_tail,1475 MEGGAN STREET|BLACKFOOT|ID|83221,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00959_REVIEWED_03,CAQ_00959,DEV_IDA20080005_SITE_0011,DEV_IDA20080005,3,1467 MEGGAN STREET,BLACKFOOT,ID,83221,complete_number_list_shared_street_tail,1467 MEGGAN STREET|BLACKFOOT|ID|83221,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00959_REVIEWED_04,CAQ_00959,DEV_IDA20080005_SITE_0011,DEV_IDA20080005,4,1451 MEGGAN STREET,BLACKFOOT,ID,83221,complete_number_list_shared_street_tail,1451 MEGGAN STREET|BLACKFOOT|ID|83221,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00964_REVIEWED_01,CAQ_00964,DEV_IDA20080020_SITE_0006,DEV_IDA20080020,1,2000 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2000 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00964_REVIEWED_02,CAQ_00964,DEV_IDA20080020_SITE_0006,DEV_IDA20080020,2,2002 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2002 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00965_REVIEWED_01,CAQ_00965,DEV_IDA20080020_SITE_0007,DEV_IDA20080020,1,2001 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2001 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00965_REVIEWED_02,CAQ_00965,DEV_IDA20080020_SITE_0007,DEV_IDA20080020,2,2003 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2003 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00966_REVIEWED_01,CAQ_00966,DEV_IDA20080020_SITE_0008,DEV_IDA20080020,1,2004 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2004 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00966_REVIEWED_02,CAQ_00966,DEV_IDA20080020_SITE_0008,DEV_IDA20080020,2,2006 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2006 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00967_REVIEWED_01,CAQ_00967,DEV_IDA20080020_SITE_0009,DEV_IDA20080020,1,2005 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2005 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00967_REVIEWED_02,CAQ_00967,DEV_IDA20080020_SITE_0009,DEV_IDA20080020,2,2007 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2007 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00968_REVIEWED_01,CAQ_00968,DEV_IDA20080020_SITE_0010,DEV_IDA20080020,1,2008 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2008 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00968_REVIEWED_02,CAQ_00968,DEV_IDA20080020_SITE_0010,DEV_IDA20080020,2,2010 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2010 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00969_REVIEWED_01,CAQ_00969,DEV_IDA20080020_SITE_0011,DEV_IDA20080020,1,2009 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2009 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00969_REVIEWED_02,CAQ_00969,DEV_IDA20080020_SITE_0011,DEV_IDA20080020,2,2011 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2011 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00970_REVIEWED_01,CAQ_00970,DEV_IDA20080020_SITE_0012,DEV_IDA20080020,1,2100 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2100 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00970_REVIEWED_02,CAQ_00970,DEV_IDA20080020_SITE_0012,DEV_IDA20080020,2,2102 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2102 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00971_REVIEWED_01,CAQ_00971,DEV_IDA20080020_SITE_0013,DEV_IDA20080020,1,2101 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2101 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00971_REVIEWED_02,CAQ_00971,DEV_IDA20080020_SITE_0013,DEV_IDA20080020,2,2103 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2103 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00972_REVIEWED_01,CAQ_00972,DEV_IDA20080020_SITE_0014,DEV_IDA20080020,1,2104 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2104 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00972_REVIEWED_02,CAQ_00972,DEV_IDA20080020_SITE_0014,DEV_IDA20080020,2,2106 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2106 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00973_REVIEWED_01,CAQ_00973,DEV_IDA20080020_SITE_0015,DEV_IDA20080020,1,2104 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2104 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00973_REVIEWED_02,CAQ_00973,DEV_IDA20080020_SITE_0015,DEV_IDA20080020,2,2106 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2106 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00974_REVIEWED_01,CAQ_00974,DEV_IDA20080020_SITE_0016,DEV_IDA20080020,1,2105 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2105 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00974_REVIEWED_02,CAQ_00974,DEV_IDA20080020_SITE_0016,DEV_IDA20080020,2,2107 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2107 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00975_REVIEWED_01,CAQ_00975,DEV_IDA20080020_SITE_0017,DEV_IDA20080020,1,2105 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2105 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00975_REVIEWED_02,CAQ_00975,DEV_IDA20080020_SITE_0017,DEV_IDA20080020,2,2107 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2107 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00976_REVIEWED_01,CAQ_00976,DEV_IDA20080020_SITE_0018,DEV_IDA20080020,1,2108 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2108 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00976_REVIEWED_02,CAQ_00976,DEV_IDA20080020_SITE_0018,DEV_IDA20080020,2,2110 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2110 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00977_REVIEWED_01,CAQ_00977,DEV_IDA20080020_SITE_0019,DEV_IDA20080020,1,2108 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2108 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00977_REVIEWED_02,CAQ_00977,DEV_IDA20080020_SITE_0019,DEV_IDA20080020,2,2110 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2110 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00978_REVIEWED_01,CAQ_00978,DEV_IDA20080020_SITE_0020,DEV_IDA20080020,1,2109 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2109 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00978_REVIEWED_02,CAQ_00978,DEV_IDA20080020_SITE_0020,DEV_IDA20080020,2,2111 NORTH JOHNSON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2111 NORTH JOHNSON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00979_REVIEWED_01,CAQ_00979,DEV_IDA20080020_SITE_0021,DEV_IDA20080020,1,2109 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2109 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00979_REVIEWED_02,CAQ_00979,DEV_IDA20080020_SITE_0021,DEV_IDA20080020,2,2111 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2111 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00980_REVIEWED_01,CAQ_00980,DEV_IDA20090005_SITE_0006,DEV_IDA20090005,1,3450 NORTH 34TH STREET,BOISE,ID,83703,complete_number_list_shared_street_tail,3450 NORTH 34TH STREET|BOISE|ID|83703,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00980_REVIEWED_02,CAQ_00980,DEV_IDA20090005_SITE_0006,DEV_IDA20090005,2,3452 NORTH 34TH STREET,BOISE,ID,83703,complete_number_list_shared_street_tail,3452 NORTH 34TH STREET|BOISE|ID|83703,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00983_REVIEWED_01,CAQ_00983,DEV_IDA20090030_SITE_0004,DEV_IDA20090030,1,2000 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2000 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00983_REVIEWED_02,CAQ_00983,DEV_IDA20090030_SITE_0004,DEV_IDA20090030,2,2002 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2002 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00984_REVIEWED_01,CAQ_00984,DEV_IDA20090030_SITE_0005,DEV_IDA20090030,1,2000 NORTH LYNDON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2000 NORTH LYNDON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00984_REVIEWED_02,CAQ_00984,DEV_IDA20090030_SITE_0005,DEV_IDA20090030,2,2002 NORTH LYNDON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2002 NORTH LYNDON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00985_REVIEWED_01,CAQ_00985,DEV_IDA20090030_SITE_0006,DEV_IDA20090030,1,2001 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2001 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00985_REVIEWED_02,CAQ_00985,DEV_IDA20090030_SITE_0006,DEV_IDA20090030,2,2003 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2003 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00986_REVIEWED_01,CAQ_00986,DEV_IDA20090030_SITE_0007,DEV_IDA20090030,1,2001 NORTH LYNDON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2001 NORTH LYNDON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00986_REVIEWED_02,CAQ_00986,DEV_IDA20090030_SITE_0007,DEV_IDA20090030,2,2003 NORTH LYNDON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2003 NORTH LYNDON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00987_REVIEWED_01,CAQ_00987,DEV_IDA20090030_SITE_0008,DEV_IDA20090030,1,2004 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2004 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00987_REVIEWED_02,CAQ_00987,DEV_IDA20090030_SITE_0008,DEV_IDA20090030,2,2006 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2006 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00988_REVIEWED_01,CAQ_00988,DEV_IDA20090030_SITE_0009,DEV_IDA20090030,1,2004 NORTH LYNDON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2004 NORTH LYNDON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00988_REVIEWED_02,CAQ_00988,DEV_IDA20090030_SITE_0009,DEV_IDA20090030,2,2006 NORTH LYNDON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2006 NORTH LYNDON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00989_REVIEWED_01,CAQ_00989,DEV_IDA20090030_SITE_0010,DEV_IDA20090030,1,2005 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2005 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00989_REVIEWED_02,CAQ_00989,DEV_IDA20090030_SITE_0010,DEV_IDA20090030,2,2007 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2007 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00990_REVIEWED_01,CAQ_00990,DEV_IDA20090030_SITE_0011,DEV_IDA20090030,1,2005 NORTH LYNDON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2005 NORTH LYNDON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00990_REVIEWED_02,CAQ_00990,DEV_IDA20090030_SITE_0011,DEV_IDA20090030,2,2007 NORTH LYNDON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2007 NORTH LYNDON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00991_REVIEWED_01,CAQ_00991,DEV_IDA20090030_SITE_0012,DEV_IDA20090030,1,2008 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2008 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00991_REVIEWED_02,CAQ_00991,DEV_IDA20090030_SITE_0012,DEV_IDA20090030,2,2010 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2010 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00992_REVIEWED_01,CAQ_00992,DEV_IDA20090030_SITE_0013,DEV_IDA20090030,1,2008 NORTH LYNDON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2008 NORTH LYNDON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00992_REVIEWED_02,CAQ_00992,DEV_IDA20090030_SITE_0013,DEV_IDA20090030,2,2010 NORTH LYNDON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2010 NORTH LYNDON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00993_REVIEWED_01,CAQ_00993,DEV_IDA20090030_SITE_0014,DEV_IDA20090030,1,2009 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2009 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00993_REVIEWED_02,CAQ_00993,DEV_IDA20090030_SITE_0014,DEV_IDA20090030,2,2011 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2011 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00994_REVIEWED_01,CAQ_00994,DEV_IDA20090030_SITE_0015,DEV_IDA20090030,1,2009 NORTH LYNDON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2009 NORTH LYNDON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00994_REVIEWED_02,CAQ_00994,DEV_IDA20090030_SITE_0015,DEV_IDA20090030,2,2011 NORTH LYNDON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2011 NORTH LYNDON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00995_REVIEWED_01,CAQ_00995,DEV_IDA20090030_SITE_0016,DEV_IDA20090030,1,2100 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2100 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00995_REVIEWED_02,CAQ_00995,DEV_IDA20090030_SITE_0016,DEV_IDA20090030,2,2102 NORTH KENNEDY STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2102 NORTH KENNEDY STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00996_REVIEWED_01,CAQ_00996,DEV_IDA20090030_SITE_0017,DEV_IDA20090030,1,2100 NORTH LYNDON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2100 NORTH LYNDON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_00996_REVIEWED_02,CAQ_00996,DEV_IDA20090030_SITE_0017,DEV_IDA20090030,2,2102 NORTH LYNDON STREET,JEROME,ID,83338,complete_number_list_shared_street_tail,2102 NORTH LYNDON STREET|JEROME|ID|83338,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
